,track.name,playlist_name,lyrics,language
82,Tombstone Blues,The President's Summer Playlist: Day,"The sweet pretty things are in bed now, of course
The city fathers, they're trying to endorse
The reincarnation of Paul Revere's horse
But the town has no need to be nervous
The ghost of Belle Starr, she hands down her wits
To Jezebel the nun, she violently knits
A bald wig for Jack the Ripper, who sits
At the head of the Chamber of Commerce
Mama's in the factory, she ain't got no shoes
Daddy's in the alley, he's lookin' for food
I'm in the kitchen with the tombstone blues
The hysterical bride in the penny arcade
Screaming, she moans, ""I've just been made""
Then sends out for the doctor, who pulls down the shade
And says, ""My advice is to not let the boys in""
Now, the medicine man comes and he shuffles inside
He walks with a swagger and he says to the bride
""Stop all this weeping, swallow your pride
You will not die, it's not poison""
Mama's in the factory, she ain't got no shoes
Daddy's in the alley, he's lookin' for food
I'm in the kitchen with the tombstone blues
Well, John the Baptist, after torturing a thief
Looks up at his hero, the Commander-in-Chief
Saying, ""Tell me, great hero, but please make it brief
Is there a hole for me to get sick in?""
The Commander-in-Chief answers him while chasing a fly
Saying, ""Death to all those who would whimper and cry""
And, dropping a barbell, he points to the sky
Saying, ""The sun's not yellow, it's chicken""
Mama's in the factory, she ain't got no shoes
Daddy's in the alley, he's lookin' for food
I'm in the kitchen with the tombstone blues
The king of the Philistines, his soldiers to save
Puts jawbones on their tombstones and flatters their graves
Puts the pied pipers in prison and fattens the slaves
Then sends them out to the jungle
Gypsy Davey with a blowtorch, he burns out their camps
With his faithful slave Pedro behind him, he tramps
With a fantastic collection of stamps
To win friends and influence his uncle
Mama's in the factory, she ain't got no shoes
Daddy's in the alley, he's lookin' for food
I'm in trouble with the tombstone blues
The geometry of innocence, flesh on the bone
Causes Galileo's math book to get thrown
At Delilah, who's sitting worthlessly alone
But the tears on her cheeks are from laughter
I wish I could give Brother Bill his great thrill
I would set him in chains at the top of the hill
Then send out for some pillars and Cecil B. DeMille
He could die happily ever after
Mama's in the factory, she ain't got no shoes
Daddy's in the alley, he's lookin' for food
I'm in the kitchen with the tombstone blues
Where Ma Rainey and Beethoven once unwrapped their bedroll
Tuba players now rehearse around the flagpole
And the National Bank at a profit sells road maps for the soul
To the old folks' home and the college
Now, I wish I could write you a melody so plain
That could hold you, dear lady, from going insane
That could ease you and cool you and cease the pain
Of your useless and pointless knowledge
Mama's in the factory, she ain't got no shoes
Daddy's in the alley, he's lookin' for food
I'm in the kitchen with the tombstone blues, oh right",english
83,So Much Trouble In The World,The President's Summer Playlist: Day,"So much trouble in the world
So much trouble in the world
Bless my eyes this morning
Jah sun is on the rise once again
The way earthly things are going
Anything can happen
You see men sailing on their ego trips
Blast off on their spaceships
Million miles from reality
No care for you, no care for me
So much trouble in the world
So much trouble in the world
All you've got to do is give a little (give a little)
Give a little (give a little)
Give a little (give a little)
One more time yeah! (give a little)
Yeah! (give a little) yeah! (give a little) yeah!
So you think you've found the solution
But it's just another illusion
So before you check out this tide
Don't leave another cornerstone standing there behind
We've got to face the day
Ooh we come what may
We the street people talking
Yeah, we the people struggling
Now they are sitting on a time bomb (bomb, bomb, bomb! bomb, bomb, bomb!)
Now I know the time has come (bomb, bomb, bomb! bomb, bomb, bomb!)
What goes on up is coming on down (bomb, bomb, bomb! bomb, bomb, bomb!)
Goes around and comes around (bomb, bomb, bomb! bomb, bomb, bomb!)
So much trouble in the world
So much trouble in the world
So much trouble in the world
There is so much trouble (so much trouble in the world)
There is so much trouble
There is so much trouble (so much in the world)
There is so much trouble
There is so much trouble in the world
There is (so much in the world)",english
84,Paradise,The President's Summer Playlist: Day,"When she was just a girl she expected the world
But it flew away from her reach
So she ran away in her sleep and dreamed of
Para-para-paradise, para-para-paradise, para-para-paradise
Every time she closed her eyes
When she was just a girl she expected the world
But it flew away from her reach and the bullets catch in her teeth
Life goes on, it gets so heavy
The wheel breaks the butterfly every tear a waterfall
In the night the stormy night she'll close her eyes
In the night the stormy night away she'd fly
And dream of para-para-paradise
Para-para-paradise
Para-para-paradise
She'd dream of para-para-paradise
Para-para-paradise
Para-para-paradise
La-la-la-la-la-la-la
La-la-la-la-la-la-la-la-la-la
And so lying underneath those stormy skies
She'd say, ""Oh, oh, oh, oh, oh, oh
I know the sun must set to rise""
This could be para-para-paradise
Para-para-paradise
This could be para-para-paradise
Oh, oh, oh, oh, oh, oh, oh, oh, oh
This could be para-para-paradise
Para-para-paradise
This could be para-para-paradise
Oh oh oh oh oh oh, oh, oh
This could be para-para-paradise
Para-para-paradise
This could be para-para-paradise
Oh, oh, oh, oh, oh, oh, oh, oh, oh",english
85,Tengo Un Trato - Remix,The President's Summer Playlist: Day,"A mi no me saques tu genio que te lo mato
Si estas gordo te dejo flaco
Si estas flaco, tomate algo
Huye de lo malo
Búscate un trabajo que hacer, algo sano
Aunque no me fie el sol, aquí dentro hay luz
Tengo un trato, lo mio pa mi saco
Lo tuyo mas barato, mi lengua pa mi gato
Pido bombo, escalera escenario
Y aire que pulmones ya tengo pa llenarlos
Que yo tampoco me creo na Milagro
Pero si me pongo lo hago
Si tengo tema salto y si no me callo
Estoy en la linea que da mas mieo
Aquí pa tocar no hacen falta deos
Y si no mira mi tanteo
Bo! niño, úh que mal te veo
Tengo un trato, lo mio pa mi saco
Hay que ser mas buenos que los malos
Dame mi virtud quédate mis fallos
Si me pasé con la sal no tiene remedio
Eso es lo que hago justo después de hacerlo
Hombre mudo antes que ciego
Ya se que pedir socorro no vale pa na
Pedir barril, haz el favor, pide uno lleno
Lo mejor significa barre tu terreno
Y si hay que soñar pues sueño
Son misiones en el cielo
Así piso el suelo
Así me quito el velo
A ti lo que yo mas quiero
Estoy en la linea que da mas miedo
Aquí pa tocar no hacen falta dedos
Y si no mira mi tanteo
Bo! niño, uh que mal te veo",spanish
86,Wang Dang Doodle,The President's Summer Playlist: Day,"Tell automatic slim
Tell razor totin' jim
Tell butcher knife totin' annie
Tell fast talkin' fanny
Tonite we're gonna pitch a ball
Down to that union hall
Gonna romp and tromp 'till midnite
We're gonna fuss and fight 'till daylight
We're gonna pitch a wang dang doodle all night long
Tell poodle I'll tell him here
Tell albert I'll see him near
Tell old pistol pete
Everybody gonna meet
Tonite we need no rest
We're really gonna throw a mess
We're gonna break out all the windows
Gonna kick down all the doors
We're gonna pitch a wang dang doodle all night long
Tell fats and washboard sam
That everybody's gonna jam
Just shake it boxcar joe
We got sawdust on the floor
Tell chicken head till I die
We're gonna have a time
When the fish head fills the air
Be snuff juice everywhere
We're gonna pitch a wang dang doodle all night long",english
87,Another Star,The President's Summer Playlist: Day,"La, la, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la, la
For you there might be another star
But through my eyes the light of you it's all I see
For you there might be another song
But all my heart can hear is your melody
So long ago my heart without demanding
Informed me that no other love would do
But listen did I not though understanding
Fell in love with one who would break my heart in two
For you love might bring a toast of wine
(La, la, la, la, la, la, la, la, la)
And when it sparkle know the best for you I pray
(La, la, la, la, la, la, la, la, la)
For you love might be for you to find
(La, la, la, la, la, la, la, la, la)
But I will celebrate our love of yesterday
(La, la, la, la, la, la, la, la, la)
So long ago my heart without demanding
Informed me that no other love would do
But listen did I not though understanding
Fell in love with one who would break my heart in two
For you there might be another star
(La, la, la, la, la, la, la, la, la)
But through my eyes the light of you it's all I see
(La, la, la, la, la, la, la, la, la)
Oh for you there might be another song
(La, la, la, la, la, la, la, la, la)
But in my heart your melody will stay with me
(La, la, la, la, la, la, la, la, la)
ever see you again
(La, la, la, la, la, la, la, la, la)
Can you hear me, can you give me, can you give me baby yeah
(La, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la)
You might kill me but love's in my heart
But no one else can take your part
(La, la, la, la, la, la, la, la, la)
Singin', la, la, la, la, la, la, la, la, la, la, la
(La, la, la, la, la, la, la, la, la)
La, la, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la, la",english
88,Hot Fun in the Summertime,The President's Summer Playlist: Day,"End of the spring and here she comes back
Hi Hi Hi Hi there
Them summer days, those summer days
That's when I had most of my fun, back
high high high high there
Them summer days, those summer days
I ""cloud nine"" when I want to
Out of school, yeah
County fair in the country sun
And everything, it's true, ooh yeah
Hot fun in the summertime
Hot fun in the summertime
Hot fun in the summertime
Hot fun in the summertime
First of the fall and then she goes back
Bye bye bye bye there
Them summer days, those summer days
""Boop-boop-ba-boop-boop"" when I want to
Out of school, yeah
County fair in the country sun
And everything, it's true, ooh yeah
Hot fun in the summertime
Hot fun in the summertime
Hot fun in the summertime
Hot fun in the summertime",english
89,Boozophilia,The President's Summer Playlist: Day,"Come on
They got no time for me
Just living in the city
Living on the bad streets
Sleeping in a balcony
They don't know we've been done
They don't know what, what we believe
We're getting down here with the people
Down with the gospel truth
Down in Boozophilia
Down with a broken tooth
We're on the south-side of Chicago
Down here in the groove
Down in West Virginia
Looking down with you
Me and little Anthony
We live in south Philly
We're living with Marie
She keeps me on the edge of my seat
Every time we be home
We don't know what she's gonna be doing
We don't know what we're gonna be talking
We're getting down here with the people
Down with the gospel truth
Down in Boozophilia
Down with a broken tooth
We're on the south-side of Chicago
Down here in the groove
Down in West Virginia
Looking down with you
I can open up a bakery
Maybe that's just what I need
A little of your paternity
A banjo on my knee
I don't care what we do
We can go to the beach
We can go get stoned
I'm happy we're...
We're getting down here with the people
Down with the gospel truth
Down in Boozophilia
Down with a broken tooth
We're on the south-side of Chicago
Down here in the groove
Down in West Virginia
Looking down with you",english
90,Wherever Is Your Heart,The President's Summer Playlist: Day,"I think it's time we found a way back home
You loose so many things you love as you grow
I missed the days when I was just a kid
My fear became my shadow, I swear it did
Wherever is your heart I call home
Wherever is your heart I call home
Though your feet may take you far from me, I know
Wherever is your heart I call home
You made me feel like I was always falling
Always falling down without a place to land
Somewhere in the distance I heard you calling
Oh it hurts so bad to let go of your hand
Wherever is your heart I call home
Wherever is your heart I call home
Though your feet may take you far from me, I know
Wherever is your heart I call home
Even when you're high, you can get low
Even with your friends you love, you're still alone
We always find the darkest place to go
God forgive our minds, we were born to roam
Wherever is your heart I call home
Wherever is your heart I call home
Though your feet may take you far from me, I know
Wherever is your heart I call home
Oh God forgive my mind, oh God forgive my mind
When I come home, when I come home
Oh God forgive my mind
There's a road that's long and winding, it hollers home
I'm calling home
Oh God forgive my mind, oh God forgive my mind
When I come home, when I come home
Oh God forgive my mind, oh God forgive my mind
When I come home, when I come home
Wherever is your heart I call home
Wherever is your heart I call home
Though your feet may take you far from me, I know
Wherever is your heart I call home
Wherever is your heart I call home
Wherever is your heart I call home
Though your feet may take you far from me, I know
Wherever is your heart I call home",english
91,Good Day,The President's Summer Playlist: Day,"Let's begin now
I woke up this morning and I said
You know instead of waitin' for a good day to happen, you know
Waitin' around through up's and down's, you know
We're gonna have
We're gonna have
We're gonna have a good day
And all my homies gonna ride today
And all these mommies look fly today
And all we wanna do is get by today
Heyyy
We're gonna have a good day
And ain't nobody gotta cry today
'Cause ain't nobody gonna die today
You save that drama for another day
Heyyy we're gonna have a good day
Hairline fresh, new cologne on
Feelin' so good changed the color to my phone
Orange kool-aid go good with patron
A naw hell naw boy still my ring tones
Free car wash had to clean up the Dodge
Get back when I can just playin' my part
Church folk had a fish fry
Mustard, hot sauce, light bread, and french fries
Love for the big guy
Hit the park, boys showin' off their hops
Nappy Roots on the radio and you know it bops
Last night I hit the pick tree bought some Air Force ones
Four tall tees man I'm lovin' bein' a G
We're gonna have a good day
And all my homies gonna ride today
And all these mommies look fly today
And all we wanna do is get by today
Heyyy
We're gonna have a good day
And ain't nobody gotta cry today
'Cause ain't nobody gonna die today
You save that drama for another day
Heyyy we're gonna have a good day
We're gonna have a good day
And I ain't finna worry bout what nobody say
I'm still above ground that's the reason I pray
Got my car cleaned up now I'm ready to play
Make a call to the sticks say I'm headin' dat way
Heard my cousin cookin' out I gotta get me a plate
Got this new outfit ain't even out in the States
So if they ain't speakin' to soon but this is a hell of a day
And these Dickies got me sittin' in a hell of a place
Got my stunna shades on and a grin on my face
My grill looks mean but I swear I'm straight
And the hood showin' love so I'm a okay
We're gonna have
We're gonna have
We're gonna have a good day
And all my homies gonna ride today
And all these mommies look fly today
And all we wanna do is get by today
Heyyy
We're gonna have a good day
And ain't nobody gotta cry today
'Cause ain't nobody gonna die today
You save that drama for another day
Heyyy we're gonna have a good day
We might as well do what the children sayin'
Take the day off hit park and just hang
Barbeque, roll a few and put up your dukes
And if it's beef, put the peace up and put down your dukes
It's time to change our ways
So we can save the day
For the children sake and make a better place to play
And if it's all good break out your group and grip your wood
And if you ridin' dirty just light your spliff and blow your
But do it real big exactly like a player should
Enjoy your twentyfour's, do your thang and rep your hood
The world is all yours
But still we all bound forever
In a day the choice you make is relly all fine
We're gonna have a good day
And all my homies gonna ride today
And all these mommies look fly today
And all we wanna do is get by today
Heyyy
We're gonna have a good day
And ain't nobody gotta cry today
'Cause ain't nobody gonna die today
You save that drama for another day
Heyyy we're gonna have a good day
And all my homies gonna ride today
And all these mommies look fly today
And all we wanna do is get by today
Heyyy
We're gonna have a good day
And ain't nobody gotta cry today
'Cause ain't nobody gonna die today
You can save that drama for another day
Heyyy
We're gonna have a good day",english
92,Green Light (feat. Andr√© 3000),The President's Summer Playlist: Day,"Give me the green light, give me just one night
I'm ready to go right now, I'm ready to go right now
I'm ready to go right now, I'm ready to go right now
I see you move, I'm checking your smile
Working your back like it's going out of style
Shake just a little bit faster
Shake just a little now girl
Dying to meet you, so let's mess around
I've got an obsession of us getting down
Come just a little bit closer
I just need permission so just
Give me the green light, give me just one night
I'm ready to go right now, I'm ready to go right now
We can go all night, give me the green light
I'm ready to go right now, I'm ready to go right now
One two three green light, but if it's what it seems like
The you moving baby, lets me know it's gon' be right
I'm ready to go right now, I'm ready to go right now
One two three red light, I wanna see what you dance like
But if I can be your buddy, help you study and get your head right
I'm ready to go right now, I'm ready to go right now
Do I have a girlfriend, technically no
If you'll be my girlfriend then I'll make it so
You'll be my only true lover
No competition, no others
Baby it's just the thrill of the chase
But I've got a feeling that I'm winning this race!
Baby I'm gettin' closer, I just need permission so
Give me the green light, give me just one night
I'm ready to go right now! I'm ready to go right now
We can go all night, give me the green light
I'm ready to go right now, I'm ready to go right now
One two three green light, but if it's what it seems like
The you moving baby, lets me know it's gon' be right
I'm ready to go right now, I'm ready to go right now
One two three red light, I wanna see what your dance like
But if I can be your buddy, get your study and get your head right
I'm ready to go right now, I'm ready to go right now
So I went hard like Medusa staring at me
I told her let's go, let's blow this lame nigga factory
She said, What type of girl do you think I are
The kind that you meet in a bar
You think you can get whatever you want cause you some kinda star
No I'm a comet, I just want you woman
Hey, If I were you then It would be me that I go home with
Three, the one and only, one thing you ain't considered
I heard you when you told your girl ""ooh he can get it"" admit it,
You did it let's hop a cab and split it
I'm kiddin' we both going to where you livin'
Ha, I got you gigglin' like I'm piglet
Oh that's the ticket, I hope you are more like Anita Baker than Robin Givens
No, I don't know that lady so let me quit it
I'm just style freein', freestylin' with y'all seldom do
This is what I'm telling you
To the bed I'm nailing you
Like I've been in jail for two
Years and then they let me loose
Give me the green light, give me just one night
I'm ready to go right now, I'm ready to go right now
We can go all night, give me the green light
I'm ready to go right now, I'm ready to go right now",english
93,Gimme Shelter,The President's Summer Playlist: Day,"Oh, a storm is threat'ning
My very life today
If I don't get some shelter
Oh yeah, I'm gonna fade away
War, children, it's just a shot away
It's just a shot away
War, children, it's just a shot away
It's just a shot away
Ooh, see the fire is sweepin'
Our very street today
Burns like a red coal carpet
Mad bull lost its way
War, children, it's just a shot away
It's just a shot away
War, children, it's just a shot away
It's just a shot away
Rape, murder!
It's just a shot away
It's just a shot away
Rape, murder yeah!
It's just a shot away
It's just a shot away
Rape, murder!
It's just a shot away
It's just a shot away yea
The floods is threat'ning
My very life today
Gimme, gimme shelter
Or I'm gonna fade away
War, children, it's just a shot away
It's just a shot away
It's just a shot away
It's just a shot away
It's just a shot away
I tell you love, sister, it's just a kiss away
It's just a kiss away
It's just a kiss away
It's just a kiss away
It's just a kiss away
Kiss away, kiss away",english
94,Rock Steady,The President's Summer Playlist: Day,"Rock steady, baby
That's what I feel now
Just call the song exactly what it is
Just move your hips with a feeling from side to side
Sit yourself down in your car and take a ride
While you're moving, rock steady
Rock steady, baby
Let's call this song exactly what it is (what it is, what it is, what it is)
It's a funky and lowdown feeling (what it is)
In the hips from left to right (what it is)
What it is I might be doin' (what it is)
This funky dance all night
(Let me hear ya gotta feeling in the air)
(Gotta a feeling, an ain't got a care)
(What fun to take this ride, rock steady will only slide)
Rock steady, rock steady baby
Rock steady, rock steady baby
Jump and move your hips with a feeling from side to side
Sit yourself down in your car and take a ride
While you're moving, rock steady
Rock steady
Let's call this song exactly what it is (what it is, what it is, what it is)
It's a funky and lowdown feeling (what it is)
In the hips from left to right (what it is)
What it is I might be doin' (what it is)
This funky dance all night
(Let me hear ya gotta feeling in the air)
(Gotta a feeling, an ain't got a care)
(What fun to take this ride, rock steady will only slide)
Rock steady baby
Rock steady, woo
Rock steady
Rock steady, rock steady (what it is)
It's a funky and lowdown feeling (what it is)
In the hips from left to right (what it is)
What it is is I might be doin'
This funky dance all night
(Let me hear ya gotta feeling in the air)
(Gotta a feeling, an ain't got a care)
(What fun to take this ride, rock steady will only slide)
Rock steady, steady baby, rock, rock steady, baby
Baby (what it is), baby, baby (what it is) baby",english
95,Down Down The Deep River,The President's Summer Playlist: Day,"Spit into the center of your hometown, there are leaves in the street,
and there are friends around you now. All the days of your life in a line.
All the way it seemed by 89
But it's not all right. It's not even close to all right.
Down a hall in your house, down a road in December
(Down, down, down the deep river, down, down, down the deep river)
Down a hall in your house, down a road in December
(Down, down, down the deep river, down, down, down the deep river)
We lie awake at night in a tent and I say,
Tell me about your uncle and his friend
because they seem like very bad men.
Well we oughtta keep away from them.
Bend in the road back there, we saw the place to go.
Tell me 'bout the greatest show or the greatest movie you know
or the greatest song that you taped from off the radio.
Play it again and again it cuts off at the ending though.
Tell me I'm always gonna be your best friend.
Now you said it one time, why don't you say it again?
All the way down the line to where the telephone ends
come on and shout it on down the wire.
And it's not all right.
It's not even close to all right.
Down a hall in your house, down a road in December
(Down, down, down the deep river, down, down, down the deep river)
Down a hall in your house, down a road in December
(Down, down, down the deep river, down, down, down the deep river)
And as the rescue party, the volunteer team ah,
they're just kids of eighteen, and it's the worst thing
they've seen they're standing all around that tree,
and I'm so sorry that I can't stop crying.
Shivering from the late fall cold,
I felt like a solid ghost.
I ran and then I couldn't slow.
My father found me though, my father took me home.
He said, Oh, son, I saw you get knocked down,
and I ran out I bet your head was spinning.
With that bright pain you stunned,
when you've only just begun to be only just beginning.
Tossed in the viper pit, all those feelings and fears,
and all that difficult shit in all those tender years.
There was something in the air; something gathered in the air.
Something singing in the wind.
I'll be your fighter and you'll be my mirror.
And you'll be all right because I'll be right here.
Oh kid, now I'm not going anywhere.
I swear I'll try to not be going anywhere.
Though it's not all right. It is so far from all right.
We'll make it into a choice somehow.
I don't know, but you'll have a choice somehow.
Down a hall in your house, down a road in December
(Down, down, down the deep river, down, down, down the deep river)
We can never go back; we can only remember
(Down, down, down the deep river, down, down, down the deep river)
Maybe they told you 'bout the summer sky,
maybe they said there's a great gold spirit in the summer sky
or all your friends (all your best, best friends)
are gonna gather around your bed at night.
Well that'll make it all right because it is still so far from all right. Oh, kid, I know.
Down a hall in your house, down a road in December
(Down, down, down the deep river, down, down, down the deep river)
Up the stairs four flights, son; can you feel my heart shiver?
(Down, down, down the deep river, down, down, down the deep river)
Wakin' in the dawn with that dream getting dimmer and dimmer.
I said, Are we going down the deep river? Down the deep river?
Why don't you say you still see it, say you remember? Are we going down?
Are we going down the deep river? Because I know it's scary, baby.",english
96,Pusher Love Girl,The President's Summer Playlist: Day,"Hey little mama
Ain't gotta ask me if I want to
Tell me, can I get a light?
Roll you up and let it run through my veins
'Cause I can always see the farthest stars when I'm on you
I don't wanna ever come down from this cloud of loving you
Now you got me hopped up on that
Pusher love
So high I'm on the ceiling baby
Your my drug
So gon' and be my dealer baby
Roll me up
'Cause all I want is you, baby
One more time
Pusher love
So high I'm on the ceiling baby
Be my drug
So gon' and be my dealer baby
Look me up
'Cause all I want is you baby
You're my little pusher love girl (Ain't ya?)
Just my little pusher love girl
Now hey little mama
I love this high we're onto
And I know that you're somebody
Won't run out anytime soon
You gave me a taste, now I know there's no gettin' off you
I don't wanna ever come down off this type of lovin' you
Now you got me hopped up on that
Pusher love
So high I'm on the ceiling baby
Your my drug
So gon' and be my dealer baby
Roll me up
'Cause all I want is you, baby
One more time
Pusher love
So high I'm on the ceiling baby
Be my drug
So gon' and be my dealer baby
Look me up
'Cause all I want is you baby
You're my little pusher love girl (Ain't ya?)
Just my little pusher love girl
Since you came around, I've been living a different life
I don't wanna come down from this love I got on high
People call me a user, but I want you
To go on and use me too
Nothin' else will do, all I want you, baby
You know who you are
Now you got me hopped up on that
Pusher love
So high I'm on the ceiling baby
Your my drug
So gon' and be my dealer baby
Roll me up
Cause all I want is you, baby
One more time
Pusher love
So high I'm on the ceiling baby
Be my drug
So gon' and be my dealer baby
Look me up
Cause all I want is you baby
One more time
Pusher love
So high I'm on the ceiling baby
Be my drug
So gon' and be my dealer baby
Roll me up
'Cause all I want is you baby
Pusher love
So high I'm on the ceiling baby
Your my drug
So gon' and be my dealer baby
Look me up
'Cause all I want is you, baby
You're my little pusher love girl, so sweet, yes you are
Just my little pusher love girl (Ain't ya?)
She's my little pusher love girl
Sing it, pusher love
I'm just a, junkie for your love
I'm just a, junkie for your love (Come on)
Now I'm just a, junkie for your love (I'm hopped up on it)
And now I'm just a junkie for your love (Break it down)
My heroine, my cocaine, my plum wine, my MDMA
I'm hopped up on it, it won't go away
Now I can't wait 'til I get you home and get you in my veins (Pusher love)
I'm just a, junkie for your love (I'm hopped up on it)
And now I'm just a, junkie for your love (Pusher love)
I'm just a, junkie for your love (I'm hopped up on it)
And now I'm just a, I'm just a, junkie for your love
Uh, my nicotine, my blue dream, my hydroponic candy jelly bean
Did you fix me up, I'm your number one fiend
Be my little pill and just creep into my blood stream
Bloodshot eyes, I'm hoped up on it
You ain't gotta think twice, just hop up on it
There's a million names for your kind of chronic
Uh, that pusher love, that's what I call it (Pusher love)
I'm just a, junkie for your love (I'm hopped up on it)
Now I'm just a, junkie for your love
Let me hear you say pusher love
I'm just a, junkie for your love (I'm hopped up on it)
And now I'm just a, junkie for your love (Pusher love)",english
97,Shake It Out,The President's Summer Playlist: Day,"Regrets collect like old friends
Here to relive your darkest moments
I can see no way, I can see no way
And all of the ghouls come out to play
And every demon wants his pound of flesh
But I like to keep some things to myself
I like to keep my issues strong
It's always darkest before the dawn
And I've been a fool and I've been blind
I can never leave the past behind
I can see no way, I can see no way
I'm always dragging that horse around
Our love is pastured such a mournful sound
Tonight I'm gonna bury that horse in the ground
So I like to keep my issues strong
But it's always darkest before the dawn
Shake it out, shake it out
Shake it out, shake it out, ooh whoa
Shake it out, shake it out
Shake it out, shake it out, ooh whoa
And it's hard to dance with a devil on your back
So shake him off, oh whoa
'Cause I am done with my graceless heart
So tonight I'm gonna cut it out and then restart
'Cause I like to keep my issues strong
It's always darkest before the dawn
Shake it out, shake it out
Shake it out, shake it out, ooh whoa
Shake it out, shake it out
Shake it out, shake it out, ooh whoa
And it's hard to dance with a devil on your back
So shake him off, oh whoa
I tried to dance with the devil on your back
And given half the chance would I take any of it back
It's a final mess but it's left me so empty
It's always darkest before the dawn
(Oh whoa, oh whoa)
And I'm damned if I do and I'm damned if I don't
So here's to drinks in the dark at the end of my road
And I'm ready to suffer and I'm ready to hope
It's a shot in the dark and right at my throat
'Cause looking for heaven, found the devil in me
Looking for heaven, for the devil in me
Well what the hell I'm gonna let it happen to me
Shake it out, shake it out
Shake it out, shake it out, ooh whoa
Shake it out, shake it out
Shake it out, shake it out, ooh whoa
And it's hard to dance with a devil on your back
So shake him off, oh whoa
Shake it out, shake it out
Shake it out, shake it out, ooh whoa
Shake it out, shake it out
Shake it out, shake it out, ooh whoa
And it's hard to dance with a devil on your back
So shake him off, oh whoa",english
98,La Salsa La Traigo Yo,The President's Summer Playlist: Day,"Uh ah, uh ah, uh ah, uh ah
Uh ah, uh ah, uh ah, uh ah
Uh ah, uh ah, uh ah, uh ah
Uh ah, uh ah, uh ah, uh ah
Uh ah, uh ah, uh ah, uh ah
Ayayay micaela se botó
Bailando mi boogaloo micaela se pasó
Ayayay micaela se botó
Que se botó, se botó, micaela se pasó
Ayayay micaela se botó
Micaela cuando baila
Si señor
El boogaloo la arrebata
Como no
Micaela cuando baila
Si señor
El boogaloo la arrebata
Como no
Toda la gente la llama
Si señor
La reina del boogaloo
Ayayay micaela se botó
Que se botó, que se botó, que se botó
Ayayay micaela se botó
Y cuando yo bailo con ella atrás me dejó
Ayayay micaela se botó
Cuando yo baile con ella
Si señor
Micaela se botó
Como no
Cuando yo bailé con ella
Si señor
Micaela se botó
Como no
El boogaloo lo bailó
Si señor
Pues yo sé que ella es candela
Ayayay micaela se botó
Micaela es una nota bailando boogaloo
Ayayay micaela se botó
Ha botado la pelota en tremendo rebulú
Ayayay micaela se botó
Que se botó, que se botó, que se botó
Ayayay micaela se botó
El boogaloo bailó y mucho lo gozó
Uh ah, uh ah, uh ah, uh ah
Uh ah, uh ah, uh ah, uh ah
Uh ah, uh ah
Ay mira micaela como baila boogaloo
Que bien se ve micaela cuando baila boogaloo
Ay mira micaela como baila boogaloo
Lo dice toda la gente y lo dice marilú
Ay mira micaela como baila boogaloo
Ta' sabrosa micaela igual que mi boogaloo
Ay mira micaela como baila boogaloo
Se pasa la noche entera bailando mi boogaloo
Ay mira micaela como baila boogaloo
Ay mira micaela como baila boogaloo
Ay mira micaela como baila boogaloo
Ay mira micaela como baila boogaloo
Uh ah, uh ah, uh ah, uh ah
Uh ah, uh ah, uh ah, uh ah
Uh ah, uh ah, uh ah, uh ah
Uh ah, uh ah, uh ah, uh ah
Uh ah, uh ah, uh ah, uh ah
Uh ah, uh ah, uh ah, uh ah",english
99,My Favorite Things,The President's Summer Playlist: Night,,instrumental
100,Superpower,The President's Summer Playlist: Night,"When the palm of my two hands hold each other
That feels different
From when your hands are in mine
That's just the way it is
And when my voice is screaming out to my own ears, hmm
That feels different from when I hear yours
Now that's just the way it is
And when I'm standing in this mirror after all these years
What I'm viewing is a little different
From what your eyes show you
I guess I didn't see myself before you
Moving forward
A subtle power
(Superpower)
A tough love
(Superpower)
Like a shark
(Superpower)
Ooh, like a bear
A tough love
And I thought the world would move on
I thought the world would revolve
Without us, without us, without us, without us
But nothing I know could slow us down
Couldn't slow us down
I thought I could live without you
'Cause nothing I know can break us down
They can't break us down
And just like you I can be scared
And just like you I hope I'm spared
But it's tough love
I know you feel it in the air
Even the babies know it's there: tough love (superpower)
The laws of the world tell us what goes sky
And what falls, it's a superpower (superpower)
The laws of the world never stopped us once
'Cause together we got plenty superpower
A subtle power
(Superpower)
A tough love
(Superpower)
Oh, like a shark
(Superpower)
Ooh, too much to bear
(Superpower)
And I thought the world would move on
I thought the world would revolve
Without us, without us, without us
But nothing I know could slow us down
Couldn't slow us down
I thought I could live without you
But together we got plenty power
But nothing I know
Couldn't break us down
They couldn't break us down
Yes, we can
Couldn't break us down
They couldn't break us down
Yes, we can
Couldn't break us down
They couldn't break us down (yeah we can)
Couldn't break us down (we can make it baby)
They couldn't break us down (yes we can)
Couldn't break us down
They couldn't break us down, down",english
